iyp_org_name,lei,lei_legal_name,lei_countries,entity_status,registration_status,match_method,confidence,matched_name,hint,iyp_countries,peeringdb_org_ids,caida_org_ids,iyp_websites,iyp_n_as
essensys plc,2138002MSI4WKYNOBS73,ESSENSYS PLC,GB,ACTIVE,ISSUED,legal_exact,1.0,essensys plc,,GB,27029,,https://essensys.tech,0
kernpunkt Digital GmbH,529900CJS0FUC689HR21,kernpunkt Digital GmbH,DE,ACTIVE,ISSUED,legal_exact,1.0,kernpunkt digital gmbh,,DE,20610,,https://kernpunkt.com,0
myToys.de GmbH,529900T456OFIQ2J8987,myToys.de GmbH,DE,ACTIVE,ISSUED,legal_exact,1.0,mytoys de gmbh,,DE,23718,,https://www.mytoys.de/,0
team.blue Nordic,213800JRJ6SZTD7M6M10,ZITCOM A/S,DK,ACTIVE,LAPSED,legal_exact,1.0,zitcom a s,alt_name,DK,15955,,https://dkcareers.team.blue/pages/brands,0
uOttawa,549300MK3DYR7A7TME46,University of Ottawa,CA,ACTIVE,ISSUED,legal_exact,1.0,university of ottawa,alt_name,CA,31342,,https://www.uottawa.ca,0
PJSC Rostelecom,2534001D752JPNM0H170,"Публичное акционерное общество ""Ростелеком""",RU,ACTIVE,LAPSED,other_name_exact,0.95,pjsc rostelecom,,RU,28447,ORG-JR8-RIPE;ORG-PR145-RIPE,,122
MTS PJSC,2534008FX8EXH1FMJA74,"Публичное акционерное общество ""Мобильные ТелеСистемы""",RU,ACTIVE,ISSUED,other_name_exact,0.95,mts pjsc,,RU,,ORG-ZM1-RIPE,,96
Credit Suisse Group,549300506SI9CRFV9Z86,CREDIT SUISSE GROUP AG,CH,INACTIVE,RETIRED,other_name_exact,0.95,credit suisse group,,CH,,ORG-CANA1-RIPE,,57
KGI Securities (Thailand) Public Company Limited,529900UR8P8JDG3YZS51,บริษัท หลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน),TH,ACTIVE,ISSUED,other_name_exact,0.95,kgi securities public company limited,,TH,,@family-20535,,53
"PJSC ""Vimpelcom""",253400C0ETXZ1NMZ3W36,"Публичное акционерное общество ""Вымпел-Коммуникации""",RU,ACTIVE,LAPSED,other_name_exact,0.95,pjsc vimpelcom,,RU,,ORG-CTAM1-RIPE;ORG-ES15-RIPE;ORG-JA8-RIPE,,36
Yahoo Inc.,549300ZJC0V1K2ZCKG85,Altaba Inc.,US,ACTIVE,LAPSED,other_name_exact,0.95,yahoo inc,,US,,ORG-YA6-AP-APNIC;ORG-YI31-RIPE,,27
SK Broadband Co Ltd,988400JTBDVK7K17FX69,에스케이브로드밴드주식회사,KR,ACTIVE,ISSUED,other_name_exact,0.95,sk broadband co ltd,,KR,,@family-38868,,24
Bell Canada,549300O5ZKB2MUUSKB97,The Bell Telephone Company of Canada or Bell Canada,CA,INACTIVE,RETIRED,other_name_exact,0.95,bell canada,,CA,,LINX-ARIN,,20
Korea Telecom,9884005ACF8449EANY26,주식회사 케이티,KR,ACTIVE,ISSUED,other_name_exact,0.95,kt corporation,alt_name,KR,60,@aut-45400-APNIC,,12
"JCOM Co., Ltd.",353800EKLGENAXNP3M14,JCOM株式会社,JP,ACTIVE,ISSUED,other_name_exact,0.95,jcom co ltd,,JP,9729,@family-39020;ORG-JTCL1-AP-APNIC,https://www.jcom.co.jp/english/,11
Vivacom Bulgaria EAD,549300PU77VPN0ZBO174,Виваком България,BG,ACTIVE,ISSUED,other_name_exact,0.95,vivacom bulgaria ead,,BG,7820,ORG-BTCP1-RIPE,,11
"Limelight Networks, Inc.",529900BNCMDQGEKW5M59,"EDGIO, INC.",US,ACTIVE,ISSUED,other_name_exact,0.95,limelight networks inc,,US,,LLNW-ARIN;ORG-LNI1-AP-APNIC,,10
"NTT DOCOMO BUSINESS, Inc.",3538006JBG7K58DJHS20,NTTドコモビジネス株式会社,JP,ACTIVE,ISSUED,other_name_exact,0.95,ntt docomo business inc,,JP,24346,@aut-18072-APNIC;@family-42932;@family-71397,https://www.ntt.com/,10
EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC,529900XDPQPWEQ9BGB80,شركة مجموعة الامارات للاتصالات ش.م.ع.,AE,ACTIVE,ISSUED,other_name_exact,0.95,emirates telecommunications group company pjsc,,AE,,ORG-ETC1-RIPE,,9
"Red Hat, Inc.",08C2IQ0VM1B2PBTVHC56,"RED HAT, LLC",US,ACTIVE,ISSUED,other_name_exact,0.95,red hat inc,,US,23968,REDHAT-1-ARIN,,9
VTB Bank (Public Joint-Stock Company),253400V1H6ART1UQ0N98,Банк ВТБ (публичное акционерное общество),RU,ACTIVE,ISSUED,other_name_exact,0.95,vtb bank,,RU,,ORG-GA18-RIPE,,9
Kakao Corp,988400FTKUBQXKVZP434,주식회사 카카오,KR,ACTIVE,ISSUED,other_name_exact,0.95,kakao corp,,KR,12582,@aut-152199-APNIC,,8
Logix,5493000EO85W8IS2FR22,LOGIX FEDERAL CREDIT UNION,US,ACTIVE,ISSUED,other_name_exact,0.95,logix,,US,24993,LCL-140-ARIN,https://logix.com/,7
Next Layer Telekommunikationsdienstleistungs- und Beratungs GmbH,529900RKI8ICVSZGKN03,NEXT LAYER Telekommunikations-dienstleistungs- und Beratungs GmbH,AT,ACTIVE,ISSUED,other_name_exact,0.95,next layer telekommunikationsdienstleistungs und beratungs gmbh,,AT,,ORG-NLTU1-RIPE,,7
A1 Hrvatska d.o.o.,747800D0S7PRYCUXZY58,A1 Hrvatska društvo s ograničenom odgovornošću za usluge javnih telekomunikacija,HR,ACTIVE,ISSUED,other_name_exact,0.95,a1 hrvatska d o o,,HR,,ORG-VGD1-RIPE,,6
BrokerCreditService Ltd.,253400GRCV94X91GAW80,"Общество с ограниченной ответственностью ""Компания Брокеркредитсервис""",RU,ACTIVE,ISSUED,other_name_exact,0.95,brokercreditservice ltd,,RU,,ORG-BCL8-RIPE,,6
Flextronics International Ltd.,549300EAQH74YHD07T53,FLEX LTD.,SG,ACTIVE,ISSUED,other_name_exact,0.95,flextronics international ltd,,SG,,ORG-FIL3-AP-APNIC,,6
Orange Polska Spolka Akcyjna,259400TOMPUOLS65II22,ORANGE POLSKA SPÓŁKA AKCYJNA,PL,ACTIVE,ISSUED,other_name_exact,0.95,orange polska spolka akcyjna,,PL,16785,ORG-PT1-RIPE,http://www.orange.pl,6
UniCredit S.p.A.,5299009WCZQ5210QDL73,UniCredit S.p.A. Branch Vienna,AT;IT,ACTIVE,ISSUED,other_name_exact,0.95,unicredit s p a,,IT,,ORG-KS3-RIPE;ORG-US153-RIPE,,6
Ensono LP,5493008Y7ZSWJ6T2LW17,"ENSONO, LLC",US,ACTIVE,LAPSED,other_name_exact,0.95,ensono lp,,US,25751,ENSONO-ARIN,,5
FUJITSU LIMITED,3538000246DHJLRTUZ24,富士通株式会社,JP,ACTIVE,ISSUED,other_name_exact,0.95,fujitsu limited,,JP,,@aut-23817-APNIC;@family-31866,,5
KDDI CORPORATION,5299003FU7V4I45FU310,KDDI株式会社,JP,ACTIVE,ISSUED,other_name_exact,0.95,kddi corporation,,JP,,@aut-18089-APNIC;@aut-2516-JPNIC,,5
Motorola Inc,6S552MUG6KGJVEBSEC55,"MOTOROLA SOLUTIONS, INC.",US,ACTIVE,ISSUED,other_name_exact,0.95,motorola inc,,US,,MOTOR-34-ARIN,,5
PJSC Rosseti,549300BVSSKP13UVXI08,"Публичное акционерное общество ""Российские сети""",RU,INACTIVE,RETIRED,other_name_exact,0.95,pjsc rosseti,,RU,,ORG-BOJF1-RIPE;ORG-FEO1-RIPE;ORG-FSK1-RIPE;ORG-FUJB1-RIPE,,5
Proximus NV,549300CWRXC5EP004533,PROXIMUS,BE,ACTIVE,ISSUED,other_name_exact,0.95,proximus nv,,BE,13214,ORG-BA4-RIPE,http://www.proximus.be/,5
